2024-11-26 14:01:18,297 - ERROR - This is a test log entry
  File "/app/app.py", line 51, in random_sleep
    raise ValueError("Demo Error!")  # Simulated error for testing
ValueError: Demo Error!
2024-11-29 18:31:52,614 - ERROR - Error in /random_sleep endpoint
Traceback (most recent call last):
  File "/app/app.py", line 51, in random_sleep
    raise ValueError("Demo Error!")  # Simulated error for testing
ValueError: Demo Error!
2024-11-29 18:31:53,616 - ERROR - Error in /random_sleep endpoint
Traceback (most recent call last):
  File "/app/app.py", line 51, in random_sleep
    raise ValueError("Demo Error!")  # Simulated error for testing
ValueError: Demo Error!
2024-11-29 18:31:53,635 - ERROR - Random status code generated: 400
2024-11-29 18:31:58,659 - ERROR - Hello, World!
2024-11-29 18:31:58,661 - ERROR - Hello, World!
2024-11-29 18:31:58,662 - ERROR - Hello, World!
2024-11-29 18:31:58,663 - ERROR - Hello, World!
2024-11-29 18:31:58,664 - ERROR - Hello, World!
2024-11-29 18:31:58,665 - ERROR - Hello, World!
2024-11-29 18:31:58,667 - ERROR - Hello, World!
2024-11-29 18:31:58,668 - ERROR - Hello, World!
2024-11-29 18:31:58,669 - ERROR - Hello, World!
2024-11-29 18:31:58,670 - ERROR - Hello, World!
2024-11-29 18:32:13,741 - ERROR - Error in /random_sleep endpoint
Traceback (most recent call last):
  File "/app/app.py", line 51, in random_sleep
    raise ValueError("Demo Error!")  # Simulated error for testing
ValueError: Demo Error!
2024-11-29 18:32:15,745 - ERROR - Error in /random_sleep endpoint
Traceback (most recent call last):
  File "/app/app.py", line 51, in random_sleep
    raise ValueError("Demo Error!")  # Simulated error for testing
ValueError: Demo Error!
2024-11-29 18:32:18,750 - ERROR - Error in /random_sleep endpoint
Traceback (most recent call last):
  File "/app/app.py", line 51, in random_sleep
    raise ValueError("Demo Error!")  # Simulated error for testing
ValueError: Demo Error!
2024-11-29 18:32:18,769 - ERROR - Random status code generated: 500
2024-11-29 18:32:18,771 - ERROR - Random status code generated: 500
2024-11-29 18:32:18,776 - ERROR - Random status code generated: 400
2024-11-29 18:32:23,793 - ERROR - Hello, World!
2024-11-29 18:32:23,794 - ERROR - Hello, World!
2024-11-29 18:32:23,795 - ERROR - Hello, World!
2024-11-29 18:32:23,797 - ERROR - Hello, World!
2024-11-29 18:32:23,798 - ERROR - Hello, World!
2024-11-29 18:32:23,799 - ERROR - Hello, World!
2024-11-29 18:32:23,800 - ERROR - Hello, World!
2024-11-29 18:32:23,802 - ERROR - Hello, World!
2024-11-29 18:32:23,803 - ERROR - Hello, World!
2024-11-29 18:32:23,804 - ERROR - Hello, World!
2024-11-29 18:32:37,876 - ERROR - Error in /random_sleep endpoint
Traceback (most recent call last):
  File "/app/app.py", line 51, in random_sleep
    raise ValueError("Demo Error!")  # Simulated error for testing
ValueError: Demo Error!
2024-11-29 18:32:41,882 - ERROR - Error in /random_sleep endpoint
Traceback (most recent call last):
  File "/app/app.py", line 51, in random_sleep
    raise ValueError("Demo Error!")  # Simulated error for testing
ValueError: Demo Error!
2024-11-29 18:32:41,884 - ERROR - Error in /random_sleep endpoint
Traceback (most recent call last):
  File "/app/app.py", line 51, in random_sleep
    raise ValueError("Demo Error!")  # Simulated error for testing
ValueError: Demo Error!
2024-11-29 18:32:41,903 - ERROR - Random status code generated: 400
2024-11-29 18:32:41,904 - ERROR - Random status code generated: 500
2024-11-29 18:32:41,907 - ERROR - Random status code generated: 400
2024-11-29 18:32:41,908 - ERROR - Random status code generated: 400
2024-11-29 18:32:46,925 - ERROR - Hello, World!
2024-11-29 18:32:46,927 - ERROR - Hello, World!
2024-11-29 18:32:46,928 - ERROR - Hello, World!
2024-11-29 18:32:46,929 - ERROR - Hello, World!
2024-11-29 18:32:46,930 - ERROR - Hello, World!
2024-11-29 18:32:46,931 - ERROR - Hello, World!
2024-11-29 18:32:46,933 - ERROR - Hello, World!
2024-11-29 18:32:46,934 - ERROR - Hello, World!
2024-11-29 18:32:46,936 - ERROR - Hello, World!
2024-11-29 18:32:46,937 - ERROR - Hello, World!
2024-11-29 18:33:02,009 - ERROR - Error in /random_sleep endpoint
Traceback (most recent call last):
  File "/app/app.py", line 51, in random_sleep
    raise ValueError("Demo Error!")  # Simulated error for testing
ValueError: Demo Error!
2024-11-29 18:33:02,011 - ERROR - Error in /random_sleep endpoint
Traceback (most recent call last):
  File "/app/app.py", line 51, in random_sleep
    raise ValueError("Demo Error!")  # Simulated error for testing
ValueError: Demo Error!
2024-11-29 18:33:06,016 - ERROR - Error in /random_sleep endpoint
Traceback (most recent call last):
  File "/app/app.py", line 51, in random_sleep
    raise ValueError("Demo Error!")  # Simulated error for testing
ValueError: Demo Error!
2024-11-29 18:33:06,038 - ERROR - Random status code generated: 400
2024-11-29 18:33:11,057 - ERROR - Hello, World!
2024-11-29 18:33:11,058 - ERROR - Hello, World!
2024-11-29 18:33:11,059 - ERROR - Hello, World!
2024-11-29 18:33:11,060 - ERROR - Hello, World!
2024-11-29 18:33:11,062 - ERROR - Hello, World!
2024-11-29 18:33:11,063 - ERROR - Hello, World!
2024-11-29 18:33:11,065 - ERROR - Hello, World!
2024-11-29 18:33:11,066 - ERROR - Hello, World!
2024-11-29 18:33:11,068 - ERROR - Hello, World!
2024-11-29 18:33:11,070 - ERROR - Hello, World!
2024-11-29 18:33:26,152 - ERROR - Error in /random_sleep endpoint
Traceback (most recent call last):
  File "/app/app.py", line 51, in random_sleep
    raise ValueError("Demo Error!")  # Simulated error for testing
ValueError: Demo Error!
2024-11-29 18:33:26,154 - ERROR - Error in /random_sleep endpoint
Traceback (most recent call last):
  File "/app/app.py", line 51, in random_sleep
    raise ValueError("Demo Error!")  # Simulated error for testing
ValueError: Demo Error!
2024-11-29 18:33:27,156 - ERROR - Error in /random_sleep endpoint
Traceback (most recent call last):
  File "/app/app.py", line 51, in random_sleep
    raise ValueError("Demo Error!")  # Simulated error for testing
ValueError: Demo Error!
2024-11-29 18:33:27,172 - ERROR - Random status code generated: 500
2024-11-29 18:33:27,179 - ERROR - Random status code generated: 500
2024-11-29 18:33:27,181 - ERROR - Random status code generated: 500
2024-11-29 18:33:32,198 - ERROR - Hello, World!
2024-11-29 18:33:32,199 - ERROR - Hello, World!
2024-11-29 18:33:32,200 - ERROR - Hello, World!
2024-11-29 18:33:32,201 - ERROR - Hello, World!
2024-11-29 18:33:32,202 - ERROR - Hello, World!
2024-11-29 18:33:32,203 - ERROR - Hello, World!
2024-11-29 18:33:32,205 - ERROR - Hello, World!
2024-11-29 18:33:32,206 - ERROR - Hello, World!
2024-11-29 18:33:32,207 - ERROR - Hello, World!
2024-11-29 18:33:32,208 - ERROR - Hello, World!
2024-11-29 18:33:46,653 - ERROR - Error in /random_sleep endpoint
Traceback (most recent call last):
  File "/app/app.py", line 51, in random_sleep
    raise ValueError("Demo Error!")  # Simulated error for testing
ValueError: Demo Error!
2024-11-29 18:33:46,655 - ERROR - Error in /random_sleep endpoint
Traceback (most recent call last):
  File "/app/app.py", line 51, in random_sleep
    raise ValueError("Demo Error!")  # Simulated error for testing
ValueError: Demo Error!
2024-11-29 18:33:50,660 - ERROR - Error in /random_sleep endpoint
Traceback (most recent call last):
  File "/app/app.py", line 51, in random_sleep
    raise ValueError("Demo Error!")  # Simulated error for testing
ValueError: Demo Error!
2024-11-29 18:33:50,681 - ERROR - Random status code generated: 400
2024-11-29 18:33:50,682 - ERROR - Random status code generated: 400
2024-11-29 18:33:50,684 - ERROR - Random status code generated: 500
2024-11-29 18:33:55,702 - ERROR - Hello, World!
2024-11-29 18:33:55,704 - ERROR - Hello, World!
2024-11-29 18:33:55,705 - ERROR - Hello, World!
2024-11-29 18:33:55,706 - ERROR - Hello, World!
2024-11-29 18:33:55,707 - ERROR - Hello, World!
2024-11-29 18:33:55,709 - ERROR - Hello, World!
2024-11-29 18:33:55,710 - ERROR - Hello, World!
2024-11-29 18:33:55,712 - ERROR - Hello, World!
2024-11-29 18:33:55,713 - ERROR - Hello, World!
2024-11-29 18:33:55,715 - ERROR - Hello, World!
2024-11-29 18:34:06,790 - ERROR - Error in /random_sleep endpoint
Traceback (most recent call last):
  File "/app/app.py", line 51, in random_sleep
    raise ValueError("Demo Error!")  # Simulated error for testing
ValueError: Demo Error!
2024-11-29 18:34:11,796 - ERROR - Error in /random_sleep endpoint
Traceback (most recent call last):
  File "/app/app.py", line 51, in random_sleep
    raise ValueError("Demo Error!")  # Simulated error for testing
ValueError: Demo Error!
2024-11-29 18:34:12,798 - ERROR - Error in /random_sleep endpoint
Traceback (most recent call last):
  File "/app/app.py", line 51, in random_sleep
    raise ValueError("Demo Error!")  # Simulated error for testing
ValueError: Demo Error!
2024-11-29 18:34:12,814 - ERROR - Random status code generated: 500
2024-11-29 18:34:12,815 - ERROR - Random status code generated: 400
2024-11-29 18:34:12,817 - ERROR - Random status code generated: 400
2024-11-29 18:34:12,819 - ERROR - Random status code generated: 400
2024-11-29 18:34:17,843 - ERROR - Hello, World!
2024-11-29 18:34:17,845 - ERROR - Hello, World!
2024-11-29 18:34:17,846 - ERROR - Hello, World!
2024-11-29 18:34:17,848 - ERROR - Hello, World!
2024-11-29 18:34:17,849 - ERROR - Hello, World!
2024-11-29 18:34:17,851 - ERROR - Hello, World!
2024-11-29 18:34:17,852 - ERROR - Hello, World!
2024-11-29 18:34:17,853 - ERROR - Hello, World!
2024-11-29 18:34:17,855 - ERROR - Hello, World!
2024-11-29 18:34:17,856 - ERROR - Hello, World!
2024-11-29 18:34:30,931 - ERROR - Error in /random_sleep endpoint
Traceback (most recent call last):
  File "/app/app.py", line 51, in random_sleep
    raise ValueError("Demo Error!")  # Simulated error for testing
ValueError: Demo Error!
2024-11-29 18:34:31,933 - ERROR - Error in /random_sleep endpoint
Traceback (most recent call last):
  File "/app/app.py", line 51, in random_sleep
    raise ValueError("Demo Error!")  # Simulated error for testing
ValueError: Demo Error!
2024-11-29 18:34:34,937 - ERROR - Error in /random_sleep endpoint
Traceback (most recent call last):
  File "/app/app.py", line 51, in random_sleep
    raise ValueError("Demo Error!")  # Simulated error for testing
ValueError: Demo Error!
2024-11-29 18:34:34,954 - ERROR - Random status code generated: 400
2024-11-29 18:34:34,963 - ERROR - Random status code generated: 500
2024-11-29 18:34:34,967 - ERROR - Random status code generated: 500
2024-11-29 18:34:34,968 - ERROR - Random status code generated: 400
2024-11-29 18:34:34,970 - ERROR - Random status code generated: 500
2024-11-29 18:34:39,987 - ERROR - Hello, World!
2024-11-29 18:34:39,989 - ERROR - Hello, World!
2024-11-29 18:34:39,990 - ERROR - Hello, World!
2024-11-29 18:34:39,991 - ERROR - Hello, World!
2024-11-29 18:34:39,992 - ERROR - Hello, World!
2024-11-29 18:34:39,994 - ERROR - Hello, World!
2024-11-29 18:34:39,995 - ERROR - Hello, World!
2024-11-29 18:34:39,997 - ERROR - Hello, World!
2024-11-29 18:34:39,999 - ERROR - Hello, World!
2024-11-29 18:34:40,000 - ERROR - Hello, World!
2024-11-29 18:34:51,071 - ERROR - Error in /random_sleep endpoint
Traceback (most recent call last):
  File "/app/app.py", line 51, in random_sleep
    raise ValueError("Demo Error!")  # Simulated error for testing
ValueError: Demo Error!
2024-11-29 18:34:54,075 - ERROR - Error in /random_sleep endpoint
Traceback (most recent call last):
  File "/app/app.py", line 51, in random_sleep
    raise ValueError("Demo Error!")  # Simulated error for testing
ValueError: Demo Error!
2024-11-29 18:34:56,078 - ERROR - Error in /random_sleep endpoint
Traceback (most recent call last):
  File "/app/app.py", line 51, in random_sleep
    raise ValueError("Demo Error!")  # Simulated error for testing
ValueError: Demo Error!
2024-11-29 18:34:56,094 - ERROR - Random status code generated: 500
2024-11-29 18:34:56,106 - ERROR - Random status code generated: 400
2024-11-29 18:35:01,132 - ERROR - Hello, World!
2024-11-29 18:35:01,133 - ERROR - Hello, World!
2024-11-29 18:35:01,134 - ERROR - Hello, World!
2024-11-29 18:35:01,136 - ERROR - Hello, World!
2024-11-29 18:35:01,138 - ERROR - Hello, World!
2024-11-29 18:35:01,139 - ERROR - Hello, World!
2024-11-29 18:35:01,141 - ERROR - Hello, World!
2024-11-29 18:35:01,142 - ERROR - Hello, World!
2024-11-29 18:35:01,143 - ERROR - Hello, World!
2024-11-29 18:35:01,145 - ERROR - Hello, World!
2024-11-29 18:35:16,218 - ERROR - Error in /random_sleep endpoint
Traceback (most recent call last):
  File "/app/app.py", line 51, in random_sleep
    raise ValueError("Demo Error!")  # Simulated error for testing
ValueError: Demo Error!
2024-11-29 18:35:18,221 - ERROR - Error in /random_sleep endpoint
Traceback (most recent call last):
  File "/app/app.py", line 51, in random_sleep
    raise ValueError("Demo Error!")  # Simulated error for testing
ValueError: Demo Error!
2024-11-29 18:35:22,226 - ERROR - Error in /random_sleep endpoint
Traceback (most recent call last):
  File "/app/app.py", line 51, in random_sleep
    raise ValueError("Demo Error!")  # Simulated error for testing
ValueError: Demo Error!
2024-11-29 18:35:22,244 - ERROR - Random status code generated: 500
2024-11-29 18:35:27,269 - ERROR - Hello, World!
2024-11-29 18:35:27,271 - ERROR - Hello, World!
2024-11-29 18:35:27,272 - ERROR - Hello, World!
2024-11-29 18:35:27,274 - ERROR - Hello, World!
2024-11-29 18:35:27,275 - ERROR - Hello, World!
2024-11-29 18:35:27,276 - ERROR - Hello, World!
2024-11-29 18:35:27,278 - ERROR - Hello, World!
2024-11-29 18:35:27,279 - ERROR - Hello, World!
2024-11-29 18:35:27,280 - ERROR - Hello, World!
2024-11-29 18:35:27,282 - ERROR - Hello, World!
2024-11-29 18:35:41,354 - ERROR - Error in /random_sleep endpoint
Traceback (most recent call last):
  File "/app/app.py", line 51, in random_sleep
    raise ValueError("Demo Error!")  # Simulated error for testing
ValueError: Demo Error!
2024-11-29 18:35:42,356 - ERROR - Error in /random_sleep endpoint
Traceback (most recent call last):
  File "/app/app.py", line 51, in random_sleep
    raise ValueError("Demo Error!")  # Simulated error for testing
ValueError: Demo Error!
2024-11-29 18:35:43,358 - ERROR - Error in /random_sleep endpoint
Traceback (most recent call last):
  File "/app/app.py", line 51, in random_sleep
    raise ValueError("Demo Error!")  # Simulated error for testing
ValueError: Demo Error!
2024-11-29 18:35:43,379 - ERROR - Random status code generated: 400
2024-11-29 18:35:43,381 - ERROR - Random status code generated: 400
2024-11-29 18:35:43,383 - ERROR - Random status code generated: 400
2024-11-29 18:35:48,399 - ERROR - Hello, World!
2024-11-29 18:35:48,400 - ERROR - Hello, World!
2024-11-29 18:35:48,402 - ERROR - Hello, World!
2024-11-29 18:35:48,403 - ERROR - Hello, World!
2024-11-29 18:35:48,404 - ERROR - Hello, World!
2024-11-29 18:35:48,406 - ERROR - Hello, World!
2024-11-29 18:35:48,407 - ERROR - Hello, World!
2024-11-29 18:35:48,408 - ERROR - Hello, World!
2024-11-29 18:35:48,410 - ERROR - Hello, World!
2024-11-29 18:35:48,411 - ERROR - Hello, World!
2024-11-29 18:35:58,479 - ERROR - Error in /random_sleep endpoint
Traceback (most recent call last):
  File "/app/app.py", line 51, in random_sleep
    raise ValueError("Demo Error!")  # Simulated error for testing
ValueError: Demo Error!
2024-11-29 18:35:58,481 - ERROR - Error in /random_sleep endpoint
Traceback (most recent call last):
  File "/app/app.py", line 51, in random_sleep
    raise ValueError("Demo Error!")  # Simulated error for testing
ValueError: Demo Error!
2024-11-29 18:36:02,486 - ERROR - Error in /random_sleep endpoint
Traceback (most recent call last):
  File "/app/app.py", line 51, in random_sleep
    raise ValueError("Demo Error!")  # Simulated error for testing
ValueError: Demo Error!
2024-11-29 18:36:02,508 - ERROR - Random status code generated: 500
2024-11-29 18:36:02,511 - ERROR - Random status code generated: 400
2024-11-29 18:36:07,528 - ERROR - Hello, World!
2024-11-29 18:36:07,529 - ERROR - Hello, World!
2024-11-29 18:36:07,531 - ERROR - Hello, World!
2024-11-29 18:36:07,532 - ERROR - Hello, World!
2024-11-29 18:36:07,533 - ERROR - Hello, World!
2024-11-29 18:36:07,534 - ERROR - Hello, World!
2024-11-29 18:36:07,536 - ERROR - Hello, World!
2024-11-29 18:36:07,537 - ERROR - Hello, World!
2024-11-29 18:36:07,538 - ERROR - Hello, World!
2024-11-29 18:36:07,540 - ERROR - Hello, World!
2024-11-29 18:36:20,614 - ERROR - Error in /random_sleep endpoint
Traceback (most recent call last):
  File "/app/app.py", line 51, in random_sleep
    raise ValueError("Demo Error!")  # Simulated error for testing
ValueError: Demo Error!
2024-11-29 18:36:24,619 - ERROR - Error in /random_sleep endpoint
Traceback (most recent call last):
  File "/app/app.py", line 51, in random_sleep
    raise ValueError("Demo Error!")  # Simulated error for testing
ValueError: Demo Error!
2024-11-29 18:36:25,621 - ERROR - Error in /random_sleep endpoint
Traceback (most recent call last):
  File "/app/app.py", line 51, in random_sleep
    raise ValueError("Demo Error!")  # Simulated error for testing
ValueError: Demo Error!
2024-11-29 18:36:25,637 - ERROR - Random status code generated: 500
2024-11-29 18:36:25,642 - ERROR - Random status code generated: 400
2024-11-29 18:36:30,688 - ERROR - Hello, World!
2024-11-29 18:36:30,690 - ERROR - Hello, World!
2024-11-29 18:36:30,691 - ERROR - Hello, World!
2024-11-29 18:36:30,692 - ERROR - Hello, World!
2024-11-29 18:36:30,694 - ERROR - Hello, World!
2024-11-29 18:36:30,695 - ERROR - Hello, World!
2024-11-29 18:36:30,696 - ERROR - Hello, World!
2024-11-29 18:36:30,698 - ERROR - Hello, World!
2024-11-29 18:36:30,699 - ERROR - Hello, World!
2024-11-29 18:36:30,701 - ERROR - Hello, World!
2024-11-29 18:36:44,774 - ERROR - Error in /random_sleep endpoint
Traceback (most recent call last):
  File "/app/app.py", line 51, in random_sleep
    raise ValueError("Demo Error!")  # Simulated error for testing
ValueError: Demo Error!
2024-11-29 18:36:44,776 - ERROR - Error in /random_sleep endpoint
Traceback (most recent call last):
  File "/app/app.py", line 51, in random_sleep
    raise ValueError("Demo Error!")  # Simulated error for testing
ValueError: Demo Error!
2024-11-29 18:36:47,780 - ERROR - Error in /random_sleep endpoint
Traceback (most recent call last):
  File "/app/app.py", line 51, in random_sleep
    raise ValueError("Demo Error!")  # Simulated error for testing
ValueError: Demo Error!
2024-11-29 18:36:47,803 - ERROR - Random status code generated: 400
2024-11-29 18:36:47,807 - ERROR - Random status code generated: 400
2024-11-29 18:36:52,823 - ERROR - Hello, World!
2024-11-29 18:36:52,825 - ERROR - Hello, World!
2024-11-29 18:36:52,826 - ERROR - Hello, World!
2024-11-29 18:36:52,827 - ERROR - Hello, World!
2024-11-29 18:36:52,828 - ERROR - Hello, World!
2024-11-29 18:36:52,829 - ERROR - Hello, World!
2024-11-29 18:36:52,831 - ERROR - Hello, World!
2024-11-29 18:36:52,832 - ERROR - Hello, World!
2024-11-29 18:36:52,833 - ERROR - Hello, World!
2024-11-29 18:36:52,835 - ERROR - Hello, World!
2024-11-29 18:37:06,907 - ERROR - Error in /random_sleep endpoint
Traceback (most recent call last):
  File "/app/app.py", line 51, in random_sleep
    raise ValueError("Demo Error!")  # Simulated error for testing
ValueError: Demo Error!
2024-11-29 18:37:11,914 - ERROR - Error in /random_sleep endpoint
Traceback (most recent call last):
  File "/app/app.py", line 51, in random_sleep
    raise ValueError("Demo Error!")  # Simulated error for testing
ValueError: Demo Error!
2024-11-29 18:37:15,919 - ERROR - Error in /random_sleep endpoint
Traceback (most recent call last):
  File "/app/app.py", line 51, in random_sleep
    raise ValueError("Demo Error!")  # Simulated error for testing
ValueError: Demo Error!
2024-11-29 18:37:15,939 - ERROR - Random status code generated: 400
2024-11-29 18:37:15,940 - ERROR - Random status code generated: 400
2024-11-29 18:37:15,942 - ERROR - Random status code generated: 400
2024-11-29 18:37:15,944 - ERROR - Random status code generated: 400
2024-11-29 18:37:20,961 - ERROR - Hello, World!
2024-11-29 18:37:20,963 - ERROR - Hello, World!
2024-11-29 18:37:20,964 - ERROR - Hello, World!
2024-11-29 18:37:20,965 - ERROR - Hello, World!
2024-11-29 18:37:20,966 - ERROR - Hello, World!
2024-11-29 18:37:20,967 - ERROR - Hello, World!
2024-11-29 18:37:20,969 - ERROR - Hello, World!
2024-11-29 18:37:20,970 - ERROR - Hello, World!
2024-11-29 18:37:20,971 - ERROR - Hello, World!
2024-11-29 18:37:20,972 - ERROR - Hello, World!
2024-11-29 18:37:36,045 - ERROR - Error in /random_sleep endpoint
Traceback (most recent call last):
  File "/app/app.py", line 51, in random_sleep
    raise ValueError("Demo Error!")  # Simulated error for testing
ValueError: Demo Error!
2024-11-29 18:37:38,048 - ERROR - Error in /random_sleep endpoint
Traceback (most recent call last):
  File "/app/app.py", line 51, in random_sleep
    raise ValueError("Demo Error!")  # Simulated error for testing
ValueError: Demo Error!
2024-11-29 18:37:38,050 - ERROR - Error in /random_sleep endpoint
Traceback (most recent call last):
  File "/app/app.py", line 51, in random_sleep
    raise ValueError("Demo Error!")  # Simulated error for testing
ValueError: Demo Error!
2024-11-29 18:37:38,066 - ERROR - Random status code generated: 500
2024-11-29 18:37:38,071 - ERROR - Random status code generated: 500
2024-11-29 18:37:38,073 - ERROR - Random status code generated: 400
2024-11-29 18:37:43,090 - ERROR - Hello, World!
2024-11-29 18:37:43,092 - ERROR - Hello, World!
2024-11-29 18:37:43,093 - ERROR - Hello, World!
2024-11-29 18:37:43,094 - ERROR - Hello, World!
2024-11-29 18:37:43,095 - ERROR - Hello, World!
2024-11-29 18:37:43,097 - ERROR - Hello, World!
2024-11-29 18:37:43,098 - ERROR - Hello, World!
2024-11-29 18:37:43,099 - ERROR - Hello, World!
2024-11-29 18:37:43,100 - ERROR - Hello, World!
2024-11-29 18:37:43,101 - ERROR - Hello, World!
2024-11-30 14:44:57,307 - ERROR - Hello, World!
2024-11-30 14:44:57,309 - ERROR - Hello, World!
2024-11-30 14:44:57,310 - ERROR - Hello, World!
2024-11-30 14:44:57,312 - ERROR - Hello, World!
2024-11-30 14:44:57,313 - ERROR - Hello, World!
2024-11-30 14:44:57,314 - ERROR - Hello, World!
2024-11-30 14:44:57,315 - ERROR - Hello, World!
2024-11-30 14:44:57,317 - ERROR - Hello, World!
2024-11-30 14:44:57,318 - ERROR - Hello, World!
2024-11-30 14:44:57,319 - ERROR - Hello, World!
2024-11-30 14:45:09,395 - ERROR - Error in /random_sleep endpoint
Traceback (most recent call last):
  File "/app/app.py", line 51, in random_sleep
    raise ValueError("Demo Error!")  # Simulated error for testing
ValueError: Demo Error!
2024-11-30 14:45:09,405 - ERROR - Error in /random_sleep endpoint
Traceback (most recent call last):
  File "/app/app.py", line 51, in random_sleep
    raise ValueError("Demo Error!")  # Simulated error for testing
ValueError: Demo Error!
2024-11-30 14:45:13,410 - ERROR - Error in /random_sleep endpoint
Traceback (most recent call last):
  File "/app/app.py", line 51, in random_sleep
    raise ValueError("Demo Error!")  # Simulated error for testing
ValueError: Demo Error!
2024-11-30 14:45:13,429 - ERROR - Random status code generated: 500
2024-11-30 14:45:13,434 - ERROR - Random status code generated: 400
2024-11-30 14:45:13,439 - ERROR - Random status code generated: 500
2024-11-30 14:45:18,467 - ERROR - Hello, World!
2024-11-30 14:45:18,473 - ERROR - Hello, World!
2024-11-30 14:45:18,479 - ERROR - Hello, World!
2024-11-30 14:45:18,484 - ERROR - Hello, World!
2024-11-30 14:45:18,486 - ERROR - Hello, World!
2024-11-30 14:45:18,488 - ERROR - Hello, World!
2024-11-30 14:45:18,489 - ERROR - Hello, World!
2024-11-30 14:45:18,490 - ERROR - Hello, World!
2024-11-30 14:45:18,491 - ERROR - Hello, World!
2024-11-30 14:45:18,492 - ERROR - Hello, World!
2024-11-30 14:45:31,601 - ERROR - Error in /random_sleep endpoint
Traceback (most recent call last):
  File "/app/app.py", line 51, in random_sleep
    raise ValueError("Demo Error!")  # Simulated error for testing
ValueError: Demo Error!
2024-11-30 14:45:36,612 - ERROR - Error in /random_sleep endpoint
Traceback (most recent call last):
  File "/app/app.py", line 51, in random_sleep
    raise ValueError("Demo Error!")  # Simulated error for testing
ValueError: Demo Error!
2024-11-30 14:45:41,623 - ERROR - Error in /random_sleep endpoint
Traceback (most recent call last):
  File "/app/app.py", line 51, in random_sleep
    raise ValueError("Demo Error!")  # Simulated error for testing
ValueError: Demo Error!
2024-11-30 14:45:41,643 - ERROR - Random status code generated: 500
2024-11-30 14:45:41,647 - ERROR - Random status code generated: 500
2024-11-30 14:45:41,648 - ERROR - Random status code generated: 400
2024-11-30 14:45:41,650 - ERROR - Random status code generated: 500
2024-11-30 14:45:46,678 - ERROR - Hello, World!
2024-11-30 14:45:46,680 - ERROR - Hello, World!
2024-11-30 14:45:46,681 - ERROR - Hello, World!
2024-11-30 14:45:46,682 - ERROR - Hello, World!
2024-11-30 14:45:46,683 - ERROR - Hello, World!
2024-11-30 14:45:46,684 - ERROR - Hello, World!
2024-11-30 14:45:46,686 - ERROR - Hello, World!
2024-11-30 14:45:46,687 - ERROR - Hello, World!
2024-11-30 14:45:46,688 - ERROR - Hello, World!
2024-11-30 14:45:46,689 - ERROR - Hello, World!
2024-11-30 14:45:56,799 - ERROR - Error in /random_sleep endpoint
Traceback (most recent call last):
  File "/app/app.py", line 51, in random_sleep
    raise ValueError("Demo Error!")  # Simulated error for testing
ValueError: Demo Error!
2024-11-30 14:46:01,807 - ERROR - Error in /random_sleep endpoint
Traceback (most recent call last):
  File "/app/app.py", line 51, in random_sleep
    raise ValueError("Demo Error!")  # Simulated error for testing
ValueError: Demo Error!
2024-11-30 14:46:05,817 - ERROR - Error in /random_sleep endpoint
Traceback (most recent call last):
  File "/app/app.py", line 51, in random_sleep
    raise ValueError("Demo Error!")  # Simulated error for testing
ValueError: Demo Error!
2024-11-30 14:46:05,850 - ERROR - Random status code generated: 400
2024-11-30 14:46:10,887 - ERROR - Hello, World!
2024-11-30 14:46:10,888 - ERROR - Hello, World!
2024-11-30 14:46:10,890 - ERROR - Hello, World!
2024-11-30 14:46:10,891 - ERROR - Hello, World!
2024-11-30 14:46:10,893 - ERROR - Hello, World!
2024-11-30 14:46:10,894 - ERROR - Hello, World!
2024-11-30 14:46:10,895 - ERROR - Hello, World!
2024-11-30 14:46:10,897 - ERROR - Hello, World!
2024-11-30 14:46:10,898 - ERROR - Hello, World!
2024-11-30 14:46:10,900 - ERROR - Hello, World!
2024-11-30 14:46:25,980 - ERROR - Error in /random_sleep endpoint
Traceback (most recent call last):
  File "/app/app.py", line 51, in random_sleep
    raise ValueError("Demo Error!")  # Simulated error for testing
ValueError: Demo Error!
2024-11-30 14:46:30,991 - ERROR - Error in /random_sleep endpoint
Traceback (most recent call last):
  File "/app/app.py", line 51, in random_sleep
    raise ValueError("Demo Error!")  # Simulated error for testing
ValueError: Demo Error!
2024-11-30 14:46:35,000 - ERROR - Error in /random_sleep endpoint
Traceback (most recent call last):
  File "/app/app.py", line 51, in random_sleep
    raise ValueError("Demo Error!")  # Simulated error for testing
ValueError: Demo Error!
2024-11-30 14:46:35,017 - ERROR - Random status code generated: 400
2024-11-30 14:46:35,021 - ERROR - Random status code generated: 400
2024-11-30 14:46:35,025 - ERROR - Random status code generated: 400
2024-11-30 14:46:40,044 - ERROR - Hello, World!
2024-11-30 14:46:40,046 - ERROR - Hello, World!
2024-11-30 14:46:40,048 - ERROR - Hello, World!
2024-11-30 14:46:40,049 - ERROR - Hello, World!
2024-11-30 14:46:40,050 - ERROR - Hello, World!
2024-11-30 14:46:40,052 - ERROR - Hello, World!
2024-11-30 14:46:40,053 - ERROR - Hello, World!
2024-11-30 14:46:40,054 - ERROR - Hello, World!
2024-11-30 14:46:40,055 - ERROR - Hello, World!
2024-11-30 14:46:40,056 - ERROR - Hello, World!
2024-11-30 14:46:51,150 - ERROR - Error in /random_sleep endpoint
Traceback (most recent call last):
  File "/app/app.py", line 51, in random_sleep
    raise ValueError("Demo Error!")  # Simulated error for testing
